,Term,Label,doc_present,rdf_present,Definition
3306,military affiliate radio system,altLabel,False,True,
3307,Military Assistance Program,altLabel,False,True,
3308,military assistance program address code,altLabel,False,True,
3309,Military Assistance Program Address Directory,altLabel,False,True,
3310,Military Department,altLabel,False,True,
3311,Military Environmental Information Source,altLabel,False,True,
3312,military handbook,altLabel,False,True,
3313,military item disposal instruction,altLabel,False,True,
3314,Military Item Disposal Instruction/Military Environmental Information Source,altLabel,False,True,
3315,mission-design-series,altLabel,False,True,
3316,Military Munitions Rule,altLabel,False,True,
3317,Military Performance Specification,altLabel,False,True,
3318,Military Postal Service,altLabel,False,True,
3319,Military Postal Service Agency,altLabel,False,True,
3320,Military Postal Service Agency (MPSA),altLabel,False,True,
3321,Military Sealift Command,altLabel,False,True,
3322,MSC,altLabel,False,True,
3323,military specification,altLabel,False,True,
3324,military standard,altLabel,False,True,
3325,MILS,altLabel,False,True,
3326,Military Standard Billing System,altLabel,False,True,
3327,military standard contract administration procedures,altLabel,False,True,
3328,Military Standard Requisitioning and Issue Procedures,altLabel,False,True,
3329,Military Standard Transaction Reporting and Accounting Procedures,altLabel,False,True,
3330,Military Surface Deployment and Distribution Command,altLabel,False,True,
3331,milligrams per million,altLabel,False,True,
3332,millimeter,altLabel,False,True,
3333,million particles per cubic foot,altLabel,False,True,
3334,missile technology,altLabel,False,True,
3335,modern burner unit,altLabel,False,True,
3336,modification,altLabel,True,True,
3337,modular lightweight load carrying equipment,altLabel,False,True,
3338,"morale, welfare, and recreation",altLabel,False,True,
3339,"morale, welfare, and recreation activity",altLabel,False,True,
3340,most efficient organization,altLabel,False,True,
3341,Motor Vehicle Air Conditioner,altLabel,False,True,
3342,moving average acquisition cost,altLabel,False,True,
3343,munitions list item,altLabel,False,True,
3344,mutilation,altLabel,True,True,
3345,National Aeronautics and Space Administration,altLabel,False,True,
3346,National Codification Bureau,altLabel,False,True,
3347,national command authority,altLabel,False,True,
3348,National Geospatial-Intelligence Agency,altLabel,False,True,
3349,national item identification number,altLabel,False,True,
3350,National Security Agency,altLabel,False,True,
3351,national security agency committee on national security systems,altLabel,False,True,
3352,national security agency committee on national security systems instruction,altLabel,False,True,
3353,National Security Telecommunications and Information Systems Security Advisory Memoranda,altLabel,False,True,
3354,national stock number,altLabel,False,True,
3355,National Weather Service,altLabel,False,True,
3356,naval inventory control point,altLabel,False,True,
3357,naval medical logistics command,altLabel,False,True,
3358,naval operational logistics support center,altLabel,False,True,
3359,Naval Sea Systems Command,altLabel,False,True,
3360,NSEA,altLabel,False,True,
3361,naval sea systems command detachment,altLabel,False,True,
3362,naval supply systems command,altLabel,False,True,
3363,naval supply systems command publication,altLabel,False,True,
3364,naval vessel register,altLabel,False,True,
3365,Naval Work Uniform,altLabel,False,True,
3366,Navy item control number,altLabel,False,True,
3367,Navy Sea Systems Command Instruction,altLabel,False,True,
3368,Navy Supply System Command Instruction,altLabel,False,True,
3369,navy/marine corps MARS,altLabel,False,True,
3370,new generation heater,altLabel,False,True,
3371,nickel cadmium,altLabel,False,True,
3372,night vision equipment,altLabel,False,True,
3373,non-Aerospace Maintenance and Regeneration Group,altLabel,False,True,
3374,non-appropriated fund,altLabel,False,True,
3375,nonappropriated fund,altLabel,True,True,
3376,"non-chemical, biological, radiological, and nuclear",altLabel,False,True,
3377,non-consumable item materiel support code,altLabel,False,True,
3378,non-consumable item materiel support request,altLabel,False,True,
3379,non-controlled inventory item code,altLabel,False,True,
3380,non-cooperative logistics supply support arrangements,altLabel,False,True,
3381,non-defense logistics agency,altLabel,False,True,
3382,non-defense logistics standard systems,altLabel,False,True,
3383,non-department of defense,altLabel,False,True,
3384,Non-friable Asbestos-Containing Materials,altLabel,False,True,
3385,non-hazardous solid waste,altLabel,False,True,
3386,non-integrated materiel management,altLabel,False,True,
3387,non-Munitions List Items (MLI) and Commerce Control List Items,altLabel,False,True,
3388,non-national stock number,altLabel,False,True,
3389,non-nuclear missiles and rockets,altLabel,False,True,
3390,non nuclear missiles and rockets,altLabel,False,True,
3391,non-polychlorinated biphenyl,altLabel,False,True,
3392,non-qualified recycling program,altLabel,False,True,
3393,non-recycling control point,altLabel,False,True,
3394,non-Resource Conservation and Recovery Act,altLabel,False,True,
3395,non-U.S. Air Force,altLabel,False,True,
3396,nonappropriated fund instrumentality,altLabel,True,True,
3397,North Atlantic Treaty Organization,altLabel,False,True,
3398,not interchangeable,altLabel,False,True,
3399,not later than,altLabel,False,True,
3400,not mission capable supply,altLabel,False,True,
3401,notice of violation,altLabel,False,True,
3402,nuclear biological chemical,altLabel,False,True,
3403,nuclear proliferation,altLabel,False,True,
3404,nuclear regulatory commission,altLabel,False,True,
3405,nuclear weapons-related materiel,altLabel,True,True,
3406,nuclear weapons related materiel,altLabel,False,True,
3407,"Nuclear, Biological, and Chemical",altLabel,False,True,
3408,Occupational Safety and Health Administration,altLabel,False,True,
3409,office of foreign assets control,altLabel,False,True,
3410,Office of Management and Budget,altLabel,False,True,
3411,Office of National Drug Control Policy,altLabel,False,True,
3412,Office of the Assistant Secretary of Defense,altLabel,False,True,
3413,Office of the Assistant Secretary of Defense for Logistics and Materiel Readiness,altLabel,False,True,
3414,Office of the Chief of Naval Operations Instruction,altLabel,False,True,
3415,Office of the Deputy Assistant Secretary of Defense for Supply Chain Integration,altLabel,False,True,
3416,Office of the Inspector General of the DoD,altLabel,False,True,
3417,Office of the Secretary of Defense,altLabel,False,True,
3418,Office of the Under Secretary of Defense (Comptroller),altLabel,False,True,
3419,Under Secretary of Defense (Comptroller),altLabel,False,True,
3420,officer in charge,altLabel,False,True,
3421,Official Mail Program,altLabel,False,True,
3422,operating level,altLabel,False,True,
3423,operating materials,altLabel,False,True,
3424,operating materials  supplies,altLabel,False,True,
3425,operating materials and supplies,altLabel,False,True,
3426,operations security,altLabel,True,True,
3427,order and shipping time,altLabel,False,True,
3428,order and shipping time level,altLabel,False,True,
3429,Ordinance environmental support office,altLabel,False,True,
3430,organizational clothing and individual equipment,altLabel,False,True,
3431,original classification authority,altLabel,False,True,
3432,other federal agencies,altLabel,True,True,
3433,Outside the Continental United States,altLabel,False,True,
3434,overseas environmental baseline guidance document,altLabel,False,True,
3435,oxygen breathing apparatus,altLabel,False,True,
3436,ozone depleting substances,altLabel,True,True,
3437,"packaging, handling, storage, and transportation",altLabel,False,True,
3438,"packing, crating, and handling",altLabel,False,True,
3439,"packing, crating, handling, and transportation",altLabel,False,True,
3440,paragraph,altLabel,False,True,
3441,part number,altLabel,False,True,
3442,parts per million,altLabel,False,True,
3443,pentachlorophenol,altLabel,False,True,
3444,perfect order fulfillment,altLabel,False,True,
3445,perfluorocarbons,altLabel,False,True,
3446,performance-based logistics,altLabel,False,True,
3447,performance based logistics,altLabel,True,True,
3448,permanent change of station,altLabel,False,True,
3449,Permissive Temporary Duty,altLabel,False,True,
3450,TDY,altLabel,False,True,
3451,personally identifiable information,altLabel,True,True,
3452,personnel protective equipment,altLabel,False,True,
3453,phrase code,altLabel,False,True,
3454,physical inventory control program,altLabel,False,True,
3455,physical training,altLabel,False,True,
3456,pipeline measurement,altLabel,False,True,
3457,plant clearance officer,altLabel,False,True,
3458,point of contact,altLabel,False,True,
3459,polychlorinated biphenyl,altLabel,False,True,
3460,port of debarkation,altLabel,False,True,
3461,port of embarkation,altLabel,False,True,
3462,post office,altLabel,False,True,
3463,potential reutilization and disposal stock,altLabel,False,True,
3464,potential reutilization stock,altLabel,False,True,
3465,pounds,altLabel,False,True,
3466,precious metals,altLabel,True,True,
3467,precious metals identification code,altLabel,False,True,
3468,precious metals indicator code,altLabel,False,True,
3469,precious metals recovery program,altLabel,False,True,
3470,precision lightweight GPS receiver,altLabel,False,True,
3471,precision positioning service security module,altLabel,False,True,
3472,primary inventory control activity,altLabel,False,True,
3473,Primary Inventory Control Activity/Secondary Inventory Control Activity,altLabel,False,True,
3474,primary level field activities,altLabel,False,True,
3475,principal end items,altLabel,False,True,
3476,principal staff assistant,altLabel,False,True,
3477,priority designator,altLabel,True,True,
3478,Priority Rating Symbol (Highest National Defense Urgency),altLabel,False,True,
3479,private security contractor,altLabel,False,True,
3480,process review committee,altLabel,False,True,
3481,Product Qualification Deficiency Report,altLabel,False,True,
3482,product support integrator,altLabel,False,True,
3483,production lead time,altLabel,False,True,
3484,production leadtime,altLabel,False,True,
3485,program data supply support request,altLabel,False,True,
3486,program executive office,altLabel,False,True,
3487,program manager,altLabel,True,True,
3488,propellant actuated device,altLabel,False,True,
3489,provisioning control code,altLabel,False,True,
